appid,english,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime
10,1,0,0,124534,3339,17612,317
20,1,0,0,3318,633,277,62
30,1,0,0,3416,398,187,34
40,1,0,0,1273,267,258,184
50,1,0,0,5250,288,624,415
60,1,0,0,2758,684,175,10
70,1,0,0,27755,1100,1300,83
80,1,0,0,12120,1439,427,43
130,1,0,0,3822,420,361,205
220,1,0,33,67902,2419,691,402
240,1,0,147,76640,3497,6842,400
280,1,0,0,3767,1053,190,214
300,1,0,54,10489,1210,1356,134
320,1,0,0,6020,787,311,32
340,1,0,0,5783,1020,46,29
360,1,0,0,1362,473,102,81
380,1,0,13,7908,517,281,184
400,1,0,15,51801,1080,288,137
420,1,0,22,13902,696,354,301
440,1,0,520,515879,34036,8495,623
500,1,0,73,17951,948,897,278
550,1,0,70,251789,8418,1615,566
570,1,0,0,863507,142079,23944,801
620,1,0,51,138220,1891,1102,520
630,1,0,66,17435,941,371,83
730,1,0,167,2644404,402313,22494,6502
1002,1,0,0,40,17,0,0
1200,1,0,44,1562,223,232,258
1250,1,0,285,53710,2649,1328,306
1300,1,0,0,468,61,0,0
1500,1,0,0,472,158,182,273
1510,1,0,0,1602,152,65,77
1520,1,0,22,2057,344,80,119
1530,1,0,12,368,75,121,224
1600,1,0,0,140,44,0,0
1610,1,0,0,112,26,0,0
1630,1,0,0,451,108,0,0
1640,1,0,0,490,152,9,12
1670,1,0,0,137,102,0,0
1690,1,0,0,191,85,35,35
1700,1,0,0,671,106,11,21
1840,1,0,0,15083,1111,239,77
1900,1,0,0,498,238,405,414
1930,1,0,0,2656,1055,484,422
2100,1,0,0,4386,316,634,700
2200,1,0,0,1362,66,123,103
2210,1,18,0,891,171,36,32
2270,1,0,0,1773,87,69,110
2280,1,0,0,3705,257,125,179
2290,1,0,0,573,82,120,114
2300,1,0,0,2517,182,90,78
2310,1,0,0,2618,136,167,189
2320,1,0,0,1369,107,291,349
2330,1,0,0,65,12,32,32
2340,1,0,0,54,33,1,1
2350,1,0,0,108,31,0,0
2360,1,0,0,249,26,50,50
2370,1,0,0,57,20,0,0
2390,1,0,0,417,29,0,0
2400,1,0,0,4819,792,233,239
2450,1,0,12,662,204,193,193
2500,1,0,0,973,248,186,258
2520,1,0,0,52,46,0,0
2590,1,0,0,610,523,0,0
2600,1,0,0,6161,362,350,202
2610,1,0,0,740,87,462,889
2620,1,0,0,1555,117,545,849
2630,1,0,0,2434,236,750,1041
2640,1,0,0,490,97,0,0
2710,1,0,0,180,33,0,0
2720,1,0,0,31,9,0,0
2780,1,0,0,145,77,0,0
2800,1,0,0,212,50,732,732
2810,1,0,0,282,113,831,1232
2820,1,0,33,1633,272,972,1273
2840,1,0,0,142,48,648,648
2850,1,0,0,57,18,13,13
2870,1,0,69,2832,4032,1744,3386
2900,1,0,0,52,17,0,0
2910,1,0,0,127,31,0,0
2920,1,0,0,33,14,0,0
2990,1,0,0,5438,343,293,351
3010,1,0,0,139,39,939,939
3020,1,0,0,793,198,46,60
3050,1,0,0,71,36,0,0
3130,1,0,0,294,69,0,0
3170,1,0,0,482,53,1422,1429
3230,1,0,0,30,94,0,0
3260,1,0,0,256,172,1,1
3270,1,0,0,429,137,270,270
3330,1,0,0,437,37,267,267
3410,1,0,0,71,28,0,0
3480,1,0,0,1106,66,214,254
3483,1,0,0,707,58,1,1
3490,1,0,0,10,2,0,0
3500,1,0,0,10,3,0,0
3510,1,0,0,21,8,0,0
3520,1,0,0,11,5,0,0
3530,1,0,0,23,7,0,0
3540,1,0,0,368,24,237,237
3560,1,0,0,98,18,0,0
3570,1,0,0,8,5,0,0
3580,1,0,0,15,3,0,0
3590,1,0,21,14630,454,480,374
3600,1,0,0,97,57,0,0
3610,1,0,0,8,3,0,0
3620,1,0,14,435,28,0,0
3700,1,0,0,1181,377,262,371
3710,1,0,0,559,79,8,8
3720,1,0,0,1847,95,287,318
3730,1,0,0,1434,219,20,24
3800,1,0,0,260,71,0,0
3810,1,0,0,369,110,111,111
3820,1,0,0,259,103,771,771
3830,1,0,37,8204,456,491,232
3900,1,0,0,1394,129,49,64
3910,1,0,0,2578,405,1166,13
3920,1,0,0,2641,193,296,436
3960,1,0,0,39,49,0,0
3980,1,0,0,184,65,0,0
3990,1,0,0,121,20,0,0
4000,1,0,29,363721,16433,12422,1875
4100,1,0,0,4,5,0,0
4230,1,0,0,119,43,0,0
4290,1,0,0,4,2,0,0
4300,1,0,0,43,14,78,78
4420,1,0,0,57,36,0,0
4460,1,0,0,77,41,0,0
4470,1,0,0,31,17,0,0
4500,1,0,0,11039,570,493,360
4520,1,0,0,106,60,124,244
4530,1,0,0,76,38,1,1
4560,1,18,0,4772,320,175,186
4570,1,16,0,3485,206,309,340
4580,1,16,0,2849,133,543,620
4700,1,0,0,10270,605,469,361
4720,1,18,0,1243,221,312,312
4760,1,0,0,7806,562,897,1192
4770,1,0,0,331,131,33,33
4780,1,0,0,585,30,0,0
4800,1,0,0,259,46,0,0
4850,1,0,0,1081,143,1134,1208
4870,1,0,0,102,22,0,0
4880,1,0,0,170,66,1,1
4890,1,0,0,246,138,71,71
4900,1,0,0,122,17,0,0
4920,1,0,67,8372,1498,627,253
6000,1,0,0,6392,379,369,265
6010,1,0,0,597,31,419,804
6020,1,0,0,5684,330,1254,174
6030,1,0,0,2020,219,127,180
6040,1,0,0,575,55,801,801
6060,1,0,0,29149,2425,618,320
6080,1,0,0,272,38,17,17
6090,1,0,0,115,18,100,100
6120,1,0,12,1749,227,255,363
6200,1,0,0,1025,164,21,21
6210,1,0,0,91,33,0,0
6220,1,0,0,1977,186,78,96
6250,1,0,0,460,107,0,0
6270,1,0,0,77,100,0,0
6300,1,0,0,588,89,20,20
6310,1,0,0,1152,102,14,19
6370,1,0,0,1365,226,70,102
6400,1,0,0,100,15,0,0
6420,1,0,0,474,90,0,0
6510,1,0,0,569,178,74,74
6550,1,0,0,1462,1052,90,90
6800,1,0,0,1561,213,63,70
6810,1,0,0,404,71,12,14
6830,1,0,0,1333,238,201,302
6840,1,0,0,421,265,14,20
6850,1,16,0,1514,260,63,58
6860,1,18,0,5864,391,435,365
6870,1,0,0,316,113,0,0
6880,1,16,0,1732,846,20,25
6900,1,18,0,1186,450,62,43
6910,1,16,0,6242,347,324,245
6920,1,16,0,649,433,24,31
6980,1,0,0,1135,210,254,368
7000,1,16,0,1656,243,714,725
7010,1,0,0,175,61,0,0
7020,1,0,0,248,15,0,0
7110,1,0,0,809,279,0,0
7200,1,0,0,963,55,4774,4774
7210,1,0,0,236,90,14,14
7220,1,0,0,86,65,0,0
7260,1,0,0,69,54,0,0
7340,1,0,0,8,4,0,0
7510,1,0,0,1566,981,313,341
7520,1,0,61,3054,2051,327,403
7530,1,0,0,153,194,320,330
7600,1,0,0,1114,570,165,253
7610,1,0,0,355,153,46,46
7620,1,0,0,420,82,1244,1261
7650,1,0,0,385,32,66,82
7660,1,0,0,417,53,18,18
7730,1,0,0,57,54,0,0
7760,1,0,0,2165,136,2235,2224
7770,1,0,0,146,138,0,0
7830,1,0,0,1664,257,0,0
7840,1,0,0,34,50,0,0
7860,1,0,0,539,270,113,113
7940,1,0,0,8725,821,1417,1503
8000,1,16,0,1964,389,239,280
8080,1,0,0,1223,724,209,209
8100,1,0,0,89,103,0,0
8140,1,16,0,1779,594,313,565
8170,1,0,0,1028,542,132,132
8190,1,18,50,33636,3231,519,272
8310,1,0,0,78,71,0,0
8320,1,0,0,44,33,0,0
8330,1,0,0,69,77,0,0
8340,1,0,0,218,25,0,0
8400,1,0,0,583,62,109,109
8500,1,0,0,8317,2832,5123,230
8600,1,0,0,1684,348,1636,218
8790,1,0,0,174,16,0,0
8800,1,0,0,1396,66,108,108
8870,1,18,80,79442,3846,614,519
8880,1,0,0,197,150,16,16
8890,1,0,0,121,28,23,23
8930,1,0,286,129030,5565,4760,1797
8970,1,0,12,35,14,0,0
9000,1,0,0,200,36,0,0
9010,1,0,0,3084,276,32,48
9030,1,0,0,143,15,88,91
9040,1,0,0,205,13,129,152
9050,1,0,0,2633,376,362,394
9060,1,0,0,173,39,10,10
9160,1,0,0,310,69,7,12
9180,1,0,0,737,51,145,145
9200,1,16,60,9394,2882,559,392
9310,1,16,0,606,76,213,365
9340,1,0,0,579,52,79,106
9350,1,0,0,1065,162,306,306
9420,1,0,0,4969,174,803,1067
9450,1,16,0,4887,286,1433,1629
9460,1,0,0,378,229,154,154
9480,1,0,0,9442,2881,322,81
9500,1,0,11,160,94,23,23
9710,1,0,0,42,54,0,0
9760,1,0,0,157,38,0,0
9800,1,0,0,428,145,64,84
9850,1,0,0,82,56,0,0
9880,1,0,709,2081,823,12952,724
9900,1,0,0,7639,2391,2514,638
9940,1,0,20,746,149,222,360
9960,1,0,0,9,13,0,0
9970,1,0,12,5,24,0,0
9980,1,0,0,48,24,23,23
10090,1,16,0,19595,1483,2331,1108
10100,1,0,0,125,32,10,19
10110,1,0,0,143,42,10,10
10120,1,0,0,14,16,0,0
10130,1,0,0,623,159,0,0
10140,1,0,0,50,28,0,0
10150,1,0,0,3702,904,645,1001
10180,1,0,50,30006,2826,999,580
10220,1,18,38,641,1101,411,411
10230,1,0,0,25,63,0,0
10240,1,0,0,15,10,0,0
10250,1,0,0,12,12,0,0
10260,1,0,0,5,10,0,0
10270,1,0,0,618,252,889,889
10460,1,0,0,47,50,0,0
10500,1,0,30,14928,1719,3176,1385
10680,1,0,50,9448,1186,170,168
11020,1,0,0,8252,1244,902,87
11040,1,0,0,114,43,0,0
11050,1,0,0,94,45,0,0
11130,1,0,0,59,130,0,0
11140,1,0,0,178,49,0,0
11150,1,0,0,98,54,0,0
11190,1,0,0,300,94,0,0
11200,1,0,0,328,239,355,374
11230,1,0,0,351,142,46,49
11240,1,0,40,299,310,15,15
11250,1,0,0,20,9,0,0
11260,1,0,0,78,56,0,0
11280,1,0,10,902,129,91,97
11330,1,0,17,586,130,41,69
11340,1,0,25,523,161,76,108
11360,1,0,0,433,148,36,36
11450,1,0,0,3439,276,304,304
11480,1,0,0,273,61,0,0
11560,1,0,0,69,44,0,0
11590,1,0,0,175,301,119,176
12100,1,18,0,4718,750,98,63
12110,1,18,0,9817,819,209,93
12120,1,18,0,26877,3243,807,249
12130,1,18,0,816,433,99,101
12140,1,18,0,3926,435,316,316
12150,1,18,0,2506,172,175,175
12170,1,0,0,199,30,7,7
12180,1,0,0,184,17,3,4
12200,1,0,0,8504,1764,319,225
12210,1,0,0,35240,18926,1255,634
12220,1,18,0,6401,2345,508,112
12310,1,0,0,57,14,0,0
12320,1,0,0,1489,319,337,404
12330,1,0,0,256,59,0,0
12340,1,0,0,46,27,0,0
12360,1,0,0,1967,394,37,71
12390,1,0,0,51,44,0,0
12420,1,0,0,12,41,0,0
12430,1,0,0,31,69,2,2
12440,1,0,0,23,17,0,0
12450,1,0,0,12,8,0,0
12460,1,0,0,85,76,0,0
12470,1,0,0,174,95,203,203
12480,1,0,0,86,67,0,0
12500,1,0,0,561,80,52,52
12510,1,0,0,18,89,0,0
12520,1,0,0,245,111,0,0
12530,1,0,0,29,9,0,0
12540,1,0,0,21,6,0,0
12560,1,0,0,15,26,0,0
12590,1,0,0,25,24,0,0
12600,1,0,0,10,27,0,0
12640,1,0,0,238,72,0,0
12670,1,0,0,14,6,0,0
12710,1,0,0,946,75,446,256
12770,1,0,0,365,178,88,147
12790,1,0,0,132,182,0,0
12810,1,0,0,2116,306,197,119
12830,1,0,0,1024,580,413,417
13000,1,0,52,48,4,121,121
13140,1,0,71,1515,723,12,13
13200,1,0,0,240,100,682,682
13210,1,0,57,2414,278,542,239
13230,1,0,0,2211,66,414,496
13240,1,0,0,2134,65,565,924
13250,1,0,0,1228,132,67,41
13500,1,0,0,657,101,307,312
13520,1,0,0,3099,609,126,229
13530,1,0,0,365,109,205,205
13540,1,0,0,371,106,0,0
13560,1,0,0,900,147,28,28
13570,1,0,0,1777,140,22,22
13580,1,0,0,356,454,0,0
13600,1,0,0,831,122,167,167
13620,1,0,0,34,2,2,2
15000,1,0,0,80,79,20,20
15080,1,0,0,239,80,29,29
15100,1,0,0,5743,1162,360,476
15120,1,0,0,2582,456,1349,1936
15130,1,0,0,1823,186,355,448
15160,1,0,0,76,38,0,0
15170,1,0,0,1258,183,396,396
15190,1,0,0,624,100,69,69
15200,1,0,0,234,128,134,134
15210,1,0,0,685,113,0,0
15240,1,0,0,70,24,0,0
15270,1,0,0,272,40,0,0
15300,1,0,0,536,45,476,476
15320,1,0,0,1287,185,1812,1812
15370,1,0,0,759,66,6679,6679
15380,1,0,0,84,21,19,19
15390,1,0,0,823,98,346,346
15400,1,0,25,89,21,0,0
15500,1,0,11,402,135,0,0
15520,1,0,7,547,103,151,151
15560,1,0,10,747,252,136,136
15620,1,0,73,5626,755,628,293
15700,1,0,0,2739,442,387,217
15710,1,0,0,806,48,67,67
15740,1,0,38,437,155,3,3
15750,1,0,36,759,139,98,98
15800,1,0,9,1,1,0,0
15900,1,0,0,92,29,0,0
15910,1,0,0,6,3,0,0
15920,1,0,0,7,14,0,0
15930,1,0,0,52,14,102,102
15960,1,0,0,73,35,0,0
15970,1,0,0,29,14,0,0
16000,1,0,0,20,29,0,0
16020,1,0,0,30,23,0,0
16030,1,0,0,57,21,0,0
16040,1,0,0,29,14,0,0
16060,1,0,0,26,25,0,0
16100,1,0,0,20,7,0,0
16110,1,0,0,11,3,0,0
16120,1,0,0,48,5,0,0
16130,1,0,0,35,8,0,0
16180,1,0,0,32,7,0,0
16200,1,0,0,20,7,0,0
16450,1,0,0,3274,509,301,367
16500,1,0,12,10,1,0,0
16600,1,0,25,169,33,382,382
16620,1,0,0,21,13,0,0
16710,1,0,0,308,110,264,265
16720,1,0,0,1219,832,9,10
16730,1,0,0,1095,1000,90,90
16810,1,0,0,330,95,1,1
16900,1,0,0,599,143,0,0
17080,1,0,0,6470,1738,128,75
17100,1,0,16,180,38,0,0
17120,1,0,4,54,13,0,0
17140,1,0,9,113,38,0,0
17180,1,0,13,15,6,0,0
17300,1,0,0,6075,1277,313,105
17330,1,0,0,1694,312,18,29
17390,1,0,0,15101,2014,1142,764
17410,1,0,0,17880,2341,260,172
17430,1,0,0,2351,1081,916,1046
17440,1,0,0,481,100,171,240
17450,1,0,0,6207,468,2061,2889
17460,1,0,0,10107,666,612,633
17470,1,0,0,9136,1049,295,178
17480,1,0,0,4390,855,575,395
17500,1,0,106,5267,914,948,86
17570,1,0,247,3839,582,117,197
17710,1,0,58,1675,441,971,1184
17740,1,0,8,663,115,701,1378
18000,1,0,12,394,42,7,7
18020,1,0,12,118,23,0,0
18040,1,0,12,540,34,1008,1008
18050,1,0,13,125,18,0,0
18070,1,0,12,149,37,14,14
18120,1,0,30,190,48,37,37
18300,1,0,14,297,101,126,126
18400,1,0,0,97,108,66,66
18420,1,0,0,98,24,0,0
18470,1,0,0,53,23,0,0
18480,1,0,0,53,37,1,1
18500,1,0,87,3307,113,455,686
18600,1,0,21,12,10,0,0
18700,1,0,30,735,327,17,22
18820,1,0,45,652,173,373,373
19000,1,0,0,480,437,58,73
19020,1,0,12,16,8,0,0
19030,1,0,16,70,22,0,0
19080,1,0,0,1,13,0,0
19200,1,0,27,226,190,39,63
19320,1,0,11,6,8,0,0
19500,1,0,4,16,47,9,9
19800,1,0,0,303,53,164,164
19830,1,0,0,811,71,43,61
19900,1,0,0,5292,1739,257,229
19980,1,0,0,948,266,305,399
20200,1,0,30,6,10,0,0
20510,1,0,0,5550,903,716,779
20530,1,0,0,1327,151,79,107
20540,1,0,0,1337,101,226,133
20550,1,0,0,354,313,0,0
20570,1,16,73,1645,164,186,249
20700,1,0,18,50,15,12,12
20710,1,0,13,55,12,14,14
20820,1,0,30,963,64,31,51
20900,1,0,0,26380,4217,773,335
20920,1,0,52,36427,4710,838,320
21000,1,0,0,1050,242,490,716
21010,1,0,0,227,120,0,0
21030,1,16,0,97,51,0,0
21090,1,18,0,6371,438,389,498
21100,1,18,50,5349,2030,310,298
21130,1,0,0,1672,460,518,989
21300,1,0,10,19,8,0,0
21400,1,0,92,10,5,0,0
21500,1,0,0,5,3,0,0
21640,1,0,13,110,34,0,0
21660,1,0,0,295,126,0,0
21670,1,0,0,649,247,20,30
21680,1,18,0,453,287,15,16
21690,1,18,70,9250,1618,868,532
21780,1,0,0,367,46,0,0
21800,1,0,0,276,108,384,655
21980,1,0,0,1121,232,13,13
22000,1,0,8,3455,237,194,277
22100,1,0,0,3205,291,415,597
22120,1,0,0,1396,79,188,189
22130,1,0,0,220,48,0,0
22180,1,0,0,1660,164,37,43
22200,1,0,22,1980,356,307,307
22230,1,0,19,2604,244,235,231
22300,1,0,0,9921,2709,588,617
22310,1,0,45,466,240,29,29
22320,1,0,0,9571,540,1135,1183
22330,1,0,0,13827,826,1307,630
22350,1,0,43,3493,2331,181,99
22370,1,0,0,17742,4495,1242,1076
22380,1,18,75,66756,3149,2485,1431
22450,1,0,0,498,213,28,28
22500,1,0,0,125,19,0,0
22600,1,0,61,2478,430,327,420
22610,1,0,13,776,307,7,7
22650,1,0,13,478,226,96,96
22670,1,0,13,242,90,1,1
23150,1,0,40,13,5,0,0
23300,1,0,0,102,64,0,0
23380,1,0,0,124,113,73,73
23400,1,0,0,191,45,102,102
23420,1,0,0,123,52,4975,4975
23450,1,0,0,354,138,319,319
23460,1,0,0,83,19,0,0
23490,1,0,0,1338,176,291,425
23500,1,0,0,120,136,0,0
23530,1,0,50,731,95,253,380
23600,1,0,0,69,24,0,0
23700,1,0,0,139,102,175,175
24010,1,0,1165,8573,5336,287,385
24200,1,0,169,10138,2654,2990,3851
24240,1,18,56,34645,2533,444,248
24400,1,0,0,307,113,6,6
24410,1,0,0,13,11,0,0
24420,1,0,27,1008,133,48,64
24460,1,0,0,13,20,13,13
24480,1,0,23,188,169,46,46
24640,1,0,0,14,29,0,0
24650,1,0,0,13,17,0,0
24670,1,0,50,498,364,31,31
24720,1,0,0,1943,453,1905,2286
24740,1,0,0,9739,1487,431,576
24780,1,0,0,3110,959,228,289
24790,1,0,0,2292,295,646,693
24800,1,0,0,1449,362,136,205
24810,1,0,0,1070,76,0,0
24840,1,0,0,1725,461,28,28
24870,1,0,0,1101,415,339,456
24960,1,0,0,23093,3877,1200,671
24980,1,0,0,10675,542,1087,736
25000,1,0,0,3200,1315,777,1365
25010,1,0,0,321,98,13,13
25500,1,0,0,63,50,0,0
25600,1,0,0,167,25,0,0
25620,1,0,0,58,12,0,0
25700,1,0,17,198,38,54,54
25800,1,0,0,1191,245,736,1065
25830,1,0,0,1018,89,35,35
25850,1,0,0,76,29,27,27
25890,1,0,0,3298,992,809,1364
25900,1,0,0,1290,139,356,368
25910,1,0,0,138,36,400,400
25930,1,0,0,45,48,0,0
25980,1,0,0,305,130,0,0
25990,1,0,0,326,20,72,72
26000,1,0,15,161,36,14,14
26300,1,0,0,13,31,0,0
26800,1,0,12,6529,386,178,251
26900,1,0,0,668,109,20,26
27000,1,0,0,502,177,49,64
27020,1,0,0,305,199,0,0
27050,1,0,0,53,44,0,0
27200,1,0,0,14,10,0,0
27330,1,0,12,132,209,129,193
27400,1,0,0,111,63,105,105
27600,1,0,40,23,2,0,0
27800,1,0,0,36,17,0,0
27810,1,0,0,36,9,9,9
27900,1,0,0,88,150,0,0
27920,1,0,260,91,94,10,10
27940,1,0,28,206,406,82,82
28000,1,18,59,2822,1919,282,301
29120,1,0,0,53,26,0,0
29130,1,0,0,178,12,0,0
29160,1,0,0,96,28,9,9
29180,1,0,11,857,105,27,27
29800,1,0,0,3277,868,120,160
29900,1,0,0,337,96,0,0
31270,1,0,0,1574,214,69,110
31300,1,0,0,11,19,0,0
31800,1,0,0,15,9,0,0
31810,1,0,0,50,4,0,0
31820,1,0,0,35,6,0,0
31830,1,0,0,66,7,0,0
31840,1,0,0,32,2,0,0
31850,1,0,0,34,4,0,0
31860,1,0,0,24,3,0,0
31870,1,0,0,10,12,0,0
31880,1,0,0,28,2,0,0
31890,1,0,0,20,3,0,0
31900,1,0,0,19,7,0,0
31910,1,0,0,26,6,0,0
31920,1,0,0,19,6,0,0
31930,1,0,0,27,9,0,0
31980,1,0,14,18,9,0,0
32000,1,0,0,0,13,0,0
32110,1,0,0,43,13,0,0
32120,1,0,0,24,18,0,0
32140,1,0,0,89,40,0,0
32150,1,0,24,303,6,0,0
32160,1,0,21,244,44,0,0
32200,1,0,28,81,45,91,173
32310,1,0,0,121,32,97,194
32330,1,0,0,305,87,0,0
32340,1,0,0,306,41,14,28
32350,1,0,0,221,235,6,8
32360,1,0,0,2156,115,58,94
32370,1,0,0,11569,1590,660,400
32380,1,0,0,777,315,141,221
32390,1,0,0,366,192,30,30
32400,1,0,0,1501,171,99,101
32410,1,0,12,37,16,0,0
32420,1,0,0,166,279,2,2
32430,1,0,0,2287,1389,195,175
32440,1,0,0,3033,256,243,266
32450,1,0,0,163,58,0,0
32460,1,0,12,1194,63,0,0
32470,1,0,0,6526,396,395,219
32500,1,0,0,1880,1348,249,365
32510,1,0,0,825,140,196,294
32610,1,0,0,50,36,0,0
32620,1,0,0,220,24,0,0
32630,1,0,0,166,26,0,0
32640,1,0,0,121,11,0,0
32650,1,0,0,58,14,0,0
32660,1,0,0,41,14,0,0
32670,1,0,0,258,23,0,0
32680,1,0,0,167,17,0,0
32710,1,0,0,27,8,0,0
32720,1,0,0,36,13,0,0
32730,1,0,0,47,27,0,0
32740,1,0,0,33,8,0,0
32750,1,0,0,93,16,0,0
32760,1,0,0,102,15,0,0
32770,1,0,0,121,17,0,0
32900,1,0,0,112,65,0,0
33100,1,0,17,815,92,0,0
33110,1,0,0,150,79,0,0
33120,1,0,0,995,84,169,169
33130,1,0,0,410,73,137,137
33180,1,0,0,291,85,247,247
33230,1,0,0,14861,2639,1046,1323
33320,1,0,0,511,263,328,328
33390,1,0,70,26,7,0,0
33460,1,0,0,1356,750,358,399
33520,1,0,0,412,60,0,0
33570,1,0,0,289,86,149,149
33600,1,0,0,432,51,1330,1428
33610,1,0,0,181,167,9,9
33620,1,0,0,228,64,0,0
33650,1,0,14,299,37,0,0
33660,1,0,36,21,7,0,0
33670,1,0,57,166,134,2486,2486
33680,1,0,14,955,92,466,466
33760,1,0,0,1,4,0,0
33770,1,0,0,154,37,0,0
33790,1,0,0,16,13,0,0
33900,1,0,0,1728,357,752,1263
33930,1,18,0,17683,1519,8488,1120
33950,1,0,0,151,56,0,0
33980,1,0,26,78,49,0,0
33990,1,0,0,83,86,0,0
34010,1,16,0,3113,785,267,214
34030,1,0,71,8540,907,1251,1534
34190,1,0,0,614,173,759,859
34410,1,0,0,260,42,2,2
34420,1,0,0,55,57,0,0
34500,1,0,30,31,7,0,0
34600,1,0,0,270,98,319,589
34630,1,0,0,6,2,0,0
34640,1,0,0,11,2,0,0
34800,1,0,0,46,23,0,0
34810,1,0,0,80,26,0,0
34820,1,0,0,373,101,25,25
34830,1,0,24,2143,1728,113,123
34870,1,18,38,6775,2724,234,228
34900,1,0,13,10465,2981,257,276
34920,1,0,10,49,154,28,28
35000,1,0,0,1612,270,27,53
35070,1,0,0,58,28,0,0
35130,1,0,12,2506,237,42,57
35140,1,0,47,20297,865,569,545
35300,1,0,0,73,26,0,0
35310,1,0,0,90,44,0,0
35320,1,0,47,329,67,0,0
35450,1,0,140,26922,2274,771,269
35460,1,0,17,606,210,14,14
35480,1,0,29,619,177,53,57
35600,1,0,10,44,37,0,0
35700,1,0,33,9448,407,314,304
35720,1,0,97,16369,706,421,319
35800,1,0,0,126,22,0,0
36000,1,0,23,184,111,160,160
36100,1,0,0,43,2,0,0
36130,1,0,0,4,1,0,0
36180,1,0,0,28,11,0,0
36210,1,0,0,11,3,0,0
36240,1,0,0,7,0,0,0
36300,1,0,0,13,5,0,0
36310,1,0,0,11,1,0,0
36320,1,0,0,4,3,0,0
36900,1,0,0,0,2,0,0
36910,1,0,0,3,8,0,0
37000,1,0,0,581,126,27,34
37010,1,0,0,128,72,0,0
37030,1,0,0,122,43,0,0
37100,1,0,0,94,39,0,0
37210,1,0,0,51,23,0,0
37220,1,0,0,27,9,0,0
37230,1,0,0,13,2,0,0
37240,1,0,0,26,66,0,0
37260,1,0,0,50,3,38,38
37270,1,0,0,20,0,0,0
37280,1,0,0,13,3,0,0
37300,1,0,0,8,5,0,0
37310,1,0,0,4,10,0,0
37320,1,0,0,2,3,0,0
37330,1,0,0,3,1,0,0
37340,1,0,0,8,0,0,0
37370,1,0,0,3,1,0,0
37380,1,0,0,5,6,0,0
37390,1,0,0,12,1,0,0
37400,1,0,0,494,118,10,10
37500,1,0,40,33,9,49,49
37600,1,0,0,821,85,31,31
37700,1,0,0,158,63,0,0
37800,1,0,15,24,13,5,5
37960,1,0,0,19,3,0,0
38000,1,0,0,20,2,0,0
38070,1,0,0,11,1,0,0
38080,1,0,0,11,2,0,0
38090,1,0,0,3,0,0,0
38100,1,0,0,2,0,0,0
38110,1,0,0,4,3,0,0
38120,1,0,0,19,2,0,0
38130,1,0,0,17,2,0,0
38140,1,0,0,16,1,0,0
38150,1,0,0,7,1,0,0
38160,1,0,0,2,0,0,0
38170,1,0,0,16,2,0,0
38180,1,0,0,6,0,0,0
38190,1,0,0,4,5,0,0
38210,1,0,0,273,66,4,4
38230,1,0,13,66,95,0,0
38400,1,16,0,6983,643,93,49
38410,1,16,0,4758,321,86,77
38420,1,16,0,847,210,16,14
38430,1,0,0,163,42,0,0
38450,1,0,0,138,45,0,0
38460,1,0,0,95,19,0,0
38490,1,0,0,47,16,0,0
38600,1,0,30,2147,207,266,262
38700,1,0,38,1660,226,73,108
38720,1,0,25,1069,117,53,56
38740,1,0,47,1714,148,41,43
39000,1,0,0,9867,1166,54,46
39110,1,0,15,156,44,0,0
39120,1,0,0,6885,2326,4104,1997
39140,1,12,36,11722,878,2443,2805
39150,1,16,45,5323,682,2145,2470
39190,1,0,0,1179,397,228,347
39200,1,0,0,813,343,754,1502
39210,1,16,0,9808,2107,28897,9324
39500,1,0,0,2962,728,1401,1652
39510,1,0,0,3809,475,102,132
39520,1,0,0,175,75,28,39
39540,1,0,0,694,149,2886,2886
39560,1,0,0,90,181,0,0
39630,1,0,0,151,57,0,0
39640,1,0,0,106,35,0,0
39650,1,0,0,385,196,1014,1018
39660,1,0,0,109,49,0,0
39670,1,0,0,611,226,0,0
39680,1,0,0,1944,482,1556,1590
39690,1,0,0,735,763,398,571
39800,1,0,145,2093,272,154,222
39900,1,0,0,14,15,0,0
40100,1,0,47,5336,903,1834,2894
40200,1,0,0,6,2,0,0
40210,1,0,0,10,0,0,0
40300,1,0,0,3848,585,994,650
40320,1,0,0,88,13,0,0
40330,1,0,0,135,32,0,0
40340,1,0,0,60,17,0,0
40350,1,0,0,211,26,34,34
40380,1,0,0,859,217,135,210
40390,1,0,49,2987,891,1278,1257
40400,1,0,322,1109,205,248,338
40420,1,0,64,130,66,0,0
40500,1,0,51,14,42,0,0
40700,1,0,12,5437,264,165,241
40720,1,0,0,716,149,53,53
40930,1,0,12,323,42,19,19
40950,1,0,0,2992,199,473,665
40970,1,0,0,4079,170,247,183
40980,1,0,60,404,123,337,519
40990,1,0,0,1727,180,32,32
41000,1,0,35,3950,269,277,271
41070,1,0,62,15574,1977,378,215
41100,1,0,0,1051,514,256,254
41300,1,0,52,1540,128,333,657
41400,1,0,0,8,20,0,0
41500,1,0,66,3825,317,1108,1144
41600,1,0,0,34,36,0,0
41660,1,0,0,7,7,0,0
41680,1,0,0,3,9,0,0
41700,1,0,0,10172,470,1969,3186
41740,1,0,52,260,72,540,540
41800,1,0,0,505,168,272,333
41900,1,0,51,644,188,43,77
42000,1,0,37,9,5,0,0
42120,1,16,81,1471,545,112,128
42140,1,0,26,169,83,184,184
