appid,english,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime
664600,1,0,0,0,3,0,0
664610,1,0,40,80,15,0,0
664620,1,0,78,24,13,0,0
664630,1,0,0,6,1,0,0
664650,1,0,11,14,8,0,0
664660,1,0,22,2,0,0,0
664720,1,0,6,1,3,0,0
664750,1,0,62,170,9,0,0
664780,1,0,0,17,8,0,0
664820,1,0,0,6,0,0,0
664830,1,0,8,149,18,0,0
664850,1,0,18,22,0,0,0
664870,1,0,0,1,3,0,0
664890,1,0,26,4,2,0,0
665030,1,0,36,40,8,0,0
665040,1,0,0,45,18,0,0
665060,1,0,10,0,1,0,0
665080,1,0,0,9,4,0,0
665090,1,0,20,1402,399,0,0
665120,1,0,18,140,31,0,0
665140,1,0,12,9,10,0,0
665160,1,0,0,1,0,0,0
665180,1,0,0,2421,276,234,251
665210,1,0,0,3,1,0,0
665230,1,0,0,19,8,0,0
665240,1,0,0,4,1,0,0
665270,1,0,29,271,8,0,0
665300,1,0,0,101,8,0,0
665310,1,0,17,6,1,0,0
665330,1,0,0,134,33,0,0
665340,1,0,0,14,2,0,0
665350,1,0,13,7,1,0,0
665360,1,0,0,4195,1280,256,276
665370,1,0,0,59,2,0,0
665440,1,0,7,9,2,0,0
665490,1,0,7,983,143,2,2
665510,1,0,0,3,17,0,0
665590,1,0,70,15,6,0,0
665620,1,0,0,5,2,0,0
665630,1,0,3,1,0,0,0
665640,1,0,45,10,2,0,0
665650,1,0,12,10,3,0,0
665670,1,0,5,4,7,0,0
665730,1,0,0,3,3,0,0
665740,1,0,0,75,29,0,0
665780,1,0,47,1,0,0,0
665790,1,0,23,4,0,0,0
665880,1,0,0,1,4,0,0
665900,1,0,5,2,0,0,0
665920,1,0,10,55,9,0,0
665930,1,0,104,10,1,0,0
665950,1,0,6,2,3,0,0
665960,1,0,30,16,17,0,0
666010,1,0,0,29,2,0,0
666020,1,0,0,632,62,21,21
666040,1,0,8,6,2,0,0
666050,1,0,38,16,2,0,0
666060,1,0,10,0,1,0,0
666070,1,0,0,27,6,0,0
666080,1,18,0,0,1,0,0
666090,1,0,20,3,5,0,0
666100,1,0,37,83,5,158,158
666110,1,0,0,1,1,0,0
666120,1,0,0,0,6,0,0
666140,1,0,91,10695,1108,2094,2114
666160,1,0,50,4,19,0,0
666220,1,0,66,4875,579,41,10
666250,1,0,18,24,20,6,6
666260,1,0,15,11,11,1,1
666290,1,0,0,26,24,0,0
666310,1,0,10,31,32,0,0
666320,1,0,0,3,2,0,0
666330,1,0,24,110,31,0,0
666340,1,0,0,18,1,0,0
666560,1,0,0,6,9,0,0
666570,1,0,41,234,84,0,0
666590,1,0,1,5,0,0,0
666600,1,0,17,8,3,0,0
666610,1,0,8,44,4,0,0
666620,1,0,0,10,8,0,0
666630,1,0,37,13,0,0,0
666660,1,0,0,2,3,0,0
666730,1,0,0,25,9,0,0
666760,1,0,0,13,17,0,0
666790,1,0,0,1,0,0,0
666800,1,0,0,14,8,0,0
666810,1,0,19,10,0,0,0
666820,1,0,30,124,18,0,0
666850,1,0,0,4,1,0,0
666860,1,0,21,672,216,2991,4069
666910,1,0,31,4,1,0,0
666930,1,0,0,1,2,0,0
666940,1,0,2007,88,27,0,0
666960,1,0,0,16,24,0,0
667000,1,0,0,9,1,0,0
667010,1,0,127,25,2,0,0
667040,1,0,29,19,2,0,0
667050,1,0,0,7,5,0,0
667060,1,0,17,3,2,0,0
667120,0,0,13,15,29,0,0
667130,1,0,2,22,12,0,0
667160,1,0,9,14,3,0,0
667170,1,0,0,1,8,0,0
667210,1,0,49,15,15,0,0
667220,1,0,18,18,4,0,0
667240,1,0,6,6,1,0,0
667300,1,0,0,35,27,0,0
667310,1,0,14,4,8,0,0
667340,1,0,12,1,4,0,0
667360,1,0,27,11,24,0,0
667410,1,0,0,0,2,0,0
667420,1,0,11,33,23,0,0
667510,1,0,0,1,1,0,0
667520,1,0,0,6,18,0,0
667530,1,0,1,385,86,0,0
667600,1,0,30,516,36,0,0
667620,1,0,0,22,4,0,0
667660,1,0,0,6,0,0,0
667670,1,0,49,3,1,0,0
667690,1,0,21,6,0,0,0
667720,1,16,57,1072,318,168,179
667760,1,0,26,17,0,0,0
667770,1,0,0,18,2,0,0
667780,1,0,8,17,0,0,0
667790,1,0,45,13,2,0,0
667800,1,0,15,25,0,0,0
667810,1,0,26,82,45,0,0
667820,1,0,0,67,8,0,0
667840,1,0,0,7,6,0,0
667870,1,0,87,962,197,513,919
667880,1,0,0,6,2,0,0
667890,1,0,26,1897,746,130,80
667900,1,0,0,1,2,0,0
667920,1,0,7,31,28,0,0
667930,1,0,0,2,3,0,0
667970,1,0,0,675,39,0,0
668010,1,0,21,8,1,0,0
668170,1,0,0,170,186,15,15
668190,1,0,11,3,2,0,0
668200,1,0,0,4,3,0,0
668210,1,0,16,403,59,0,0
668220,1,0,0,1,1,0,0
668230,1,0,7,29,0,0,0
668280,1,0,14,14,1,0,0
668300,1,0,0,18,15,0,0
668350,1,0,15,77,1,0,0
668430,1,0,0,71,9,0,0
668510,1,0,8,6,0,0,0
668520,1,0,20,3,0,0,0
668560,1,0,750,3,1,0,0
668570,1,0,0,3,0,0,0
668590,1,0,43,87,7,0,0
668610,1,0,0,24,9,0,0
668630,1,0,70,11387,1121,486,561
668670,1,0,11,8,10,0,0
668680,0,0,24,32,24,0,0
668730,1,7,31,8,2,0,0
668770,1,0,0,76,44,0,0
668780,1,0,15,17,3,0,0
668790,1,0,0,6,0,0,0
668800,1,0,0,5,0,0,0
668830,1,0,14,31,23,0,0
668840,1,0,0,7,6,0,0
668850,1,0,51,4,2,0,0
668890,1,0,0,15,27,0,0
668970,1,0,0,9,0,0,0
668980,1,0,28,55,9,0,0
669000,1,0,9,7,4,0,0
669050,1,0,35,188,26,3,3
669310,1,0,0,7,0,0,0
669320,1,0,18,250,88,962,962
669340,1,0,23,9,1,0,0
669350,1,0,8,2,3,0,0
669360,1,0,20,2,2,0,0
669380,1,0,29,32,4,0,0
669390,1,0,68,28,5,0,0
669410,1,0,14,5,0,0,0
669440,1,0,0,22,4,0,0
669490,1,0,19,3,3,0,0
669500,1,0,0,29,0,0,0
669520,1,0,38,1,2,0,0
669570,1,0,0,2,5,0,0
669580,1,0,0,378,110,35,61
669600,1,0,0,61,36,3,3
669630,1,0,18,92,21,0,0
669650,1,0,0,2,3,0,0
669660,1,0,21,59,26,0,0
669700,1,16,21,1,1,0,0
669730,1,0,0,3,4,0,0
669740,1,0,57,3,0,0,0
669750,1,0,0,9,5,0,0
669760,1,0,0,1,0,0,0
669770,1,0,0,49,33,0,0
669830,1,0,10,8,2,0,0
669910,1,0,11,17,0,0,0
669930,1,0,105,13,5,0,0
669960,1,0,39,10,4,0,0
669990,1,0,0,2,0,0,0
670020,1,0,0,1,1,0,0
670080,1,0,0,3,4,0,0
670090,1,0,15,14,2,0,0
670100,1,0,9,11,6,0,0
670130,1,0,0,9,2,0,0
670160,1,0,35,536,33,233,233
670180,1,0,0,3,1,0,0
670210,1,0,0,2,0,0,0
670230,1,0,30,3,0,0,0
670240,1,0,38,6,2,0,0
670260,1,0,0,58,7,0,0
670270,1,0,0,3,3,0,0
670280,1,0,206,13,1,0,0
670290,1,0,0,612,236,106,187
670320,1,0,0,6,2,0,0
670330,1,0,11,3,2,0,0
670340,1,0,0,1,1,0,0
670350,1,0,18,310,79,0,0
670410,1,0,0,3,3,0,0
670430,1,0,0,22,14,2,2
670440,1,0,12,12,7,0,0
670490,1,0,0,32,88,0,0
670500,1,0,38,47,27,0,0
670610,1,0,103,65,1,0,0
670620,1,0,0,7,2,0,0
670630,1,0,15,13,2,0,0
670730,1,0,28,8,10,0,0
670750,1,0,0,87,6,0,0
670780,1,0,37,4,6,0,0
670820,1,0,0,32,13,0,0
670830,1,0,0,7,2,0,0
670850,1,0,15,9,3,0,0
670910,1,0,0,1,6,0,0
670930,1,0,37,32,2,0,0
670940,1,0,13,1,0,0,0
670950,1,0,12,13,2,0,0
671050,1,0,13,4,1,0,0
671090,1,0,500,95,12,0,0
671120,1,0,10,6,0,0,0
671150,1,0,10,5,0,0,0
671170,1,0,18,80,12,0,0
671180,1,0,15,5,3,0,0
671200,1,0,50,24,10,0,0
671230,1,0,0,2,1,0,0
671240,1,0,5,49,19,0,0
671260,1,0,23,51,22,0,0
671270,1,0,1,11,3,0,0
671290,1,0,0,2,1,0,0
671310,1,0,0,19,9,0,0
671330,1,0,9,10,0,0,0
671370,1,0,0,2,0,0,0
671390,1,0,8,191,47,0,0
671440,1,0,25,1111,203,853,853
671470,1,0,0,2,0,0,0
671490,1,0,0,0,2,0,0
671510,1,0,72,2564,1094,503,987
671540,1,0,10,4,1,0,0
671550,1,0,23,42,0,0,0
671560,1,0,15,9,0,0,0
671580,1,0,8,2,4,0,0
671620,1,0,0,327,65,0,0
671650,1,0,36,48,8,0,0
671670,1,0,19,8,8,0,0
671690,1,0,0,40,16,0,0
671700,1,0,0,221,11,0,0
671720,1,0,6,317,56,0,0
671740,1,0,0,15,2,0,0
671750,1,0,0,2,0,0,0
671800,1,0,31,250,76,75,75
671810,1,0,6,5,9,0,0
671840,1,0,14,4,4,0,0
671850,1,0,11,0,2,0,0
671880,1,0,0,3,1,0,0
671900,1,0,0,90,39,0,0
671920,1,0,8,20,8,0,0
671940,1,0,7,25,54,0,0
671980,1,0,0,65,15,0,0
672000,1,0,0,40,3,0,0
672010,1,0,15,2,0,0,0
672020,1,0,6,32,4,0,0
672030,1,0,14,5,0,0,0
672040,1,0,30,11,5,0,0
672050,1,0,0,5,8,0,0
672080,1,0,15,5,0,0,0
672100,1,0,20,6,0,0,0
672130,1,0,44,3,2,0,0
672140,1,0,0,3,4,0,0
672160,1,0,0,40,13,0,0
672180,1,0,0,7,1,0,0
672190,1,0,0,4,0,0,0
672230,1,0,46,34,9,0,0
672240,0,0,0,7,3,0,0
672250,1,0,20,13,3,0,0
672260,1,0,0,26,29,0,0
672280,1,0,20,6,1,0,0
672290,1,0,4,10,3,0,0
672300,1,0,0,2,0,0,0
672310,1,0,0,9,1,0,0
672320,1,0,0,1,4,0,0
672360,1,0,0,18,13,0,0
672380,1,0,20,4,7,0,0
672410,1,0,0,2,0,0,0
672450,1,0,0,1,0,0,0
672460,1,0,0,56,26,0,0
672490,1,0,2,5,2,0,0
672570,1,0,0,1,0,0,0
672590,1,0,42,50,10,0,0
672630,1,0,76,369,165,14,14
672640,1,0,0,422,84,0,0
672650,1,0,53,43,5,0,0
672670,1,0,0,2,1,0,0
672680,1,0,147,693,682,219,219
672690,1,0,0,8,0,0,0
672710,1,0,0,8,8,0,0
672720,1,0,0,3,1,0,0
672730,1,0,7,301,17,612,612
672770,1,0,0,0,2,0,0
672790,1,0,0,20,4,0,0
672860,1,0,13,63,46,0,0
672880,1,0,0,2,0,0,0
672910,1,0,0,10,3,0,0
672920,1,0,24,11,0,0,0
672940,1,0,20,0,7,0,0
672960,1,0,0,5,0,0,0
672970,1,0,0,15,1,0,0
673000,1,0,21,465,73,17,17
673010,1,0,18,5,2,0,0
673040,1,0,18,2,0,0,0
673050,1,0,0,4,0,64,64
673060,1,0,9,46,3,0,0
673070,1,0,0,225,47,4,5
673130,1,0,37,582,10,278,278
673140,1,0,8,3,0,0,0
673190,1,0,45,81,17,0,0
673210,1,0,0,122,50,0,0
673220,1,0,45,29,22,0,0
673230,1,0,14,6,0,0,0
673250,1,0,20,1,0,0,0
673260,1,0,27,95,33,0,0
673280,1,0,17,6,1,0,0
673300,1,0,22,73,4,0,0
673310,1,0,8,6,5,0,0
673360,1,0,15,1,0,0,0
673430,1,0,0,30,13,28,28
673450,1,0,0,92,31,0,0
673480,1,0,30,10,6,0,0
673530,1,0,14,3,2,0,0
673540,1,0,0,5,0,0,0
673550,1,0,0,3,0,0,0
673560,1,0,0,368,131,9,9
673570,1,0,0,1,4,0,0
673580,1,0,0,0,1,0,0
673590,1,0,0,3,4,0,0
673600,1,0,38,77,10,0,0
673610,1,0,0,1388,395,0,0
673620,1,0,0,36,10,0,0
673630,1,0,0,0,1,0,0
673660,1,0,1500,44,30,0,0
673720,1,0,0,0,6,0,0
673740,1,0,0,29,3,0,0
673750,1,0,0,140,26,518,518
673770,1,0,11,24,29,0,0
673800,1,0,97,41,13,0,0
673820,1,0,674,9,5,0,0
673830,1,0,0,4,2,0,0
673840,1,0,0,14,4,0,0
673850,1,0,37,47,8,0,0
673870,1,0,41,6,1,0,0
673880,1,0,23,1813,199,0,0
673900,1,0,0,17,13,0,0
673920,1,0,12,1,0,0,0
673940,1,0,0,26,33,0,0
673950,1,0,45,4022,407,35,35
673970,1,0,0,8,0,0,0
673980,1,0,26,30,2,0,0
674020,1,0,0,8525,5015,364,384
674120,1,0,0,4,1,0,0
674130,1,0,0,57,10,0,0
674150,1,0,0,12,9,0,0
674160,1,0,0,2,2,0,0
674170,1,0,9,15,1,0,0
674180,1,0,0,2,0,0,0
674190,1,0,0,13,1,0,0
674210,1,0,40,14,1,0,0
674220,1,0,23,18,21,0,0
674230,1,0,0,10,2,0,0
674250,1,0,1,23,1,0,0
674310,1,0,16,40,6,0,0
674330,1,0,5,25,0,0,0
674360,1,0,0,0,1,0,0
674370,1,0,0,25,10,0,0
674380,1,18,10,8,7,0,0
674390,1,0,0,8,2,0,0
674400,1,0,0,852,533,21,21
674420,1,0,0,1,1,0,0
674440,1,0,7,38,3,0,0
674450,0,0,0,7,0,0,0
674520,1,0,20,743,49,24,24
674530,1,0,0,0,2,0,0
674550,0,0,13,0,2,0,0
674570,1,0,0,25,14,0,0
674580,1,0,0,75,2,0,0
674630,0,0,0,1,1,0,0
674750,1,16,27,710,177,172,248
674800,1,0,9,23,1,0,0
674840,1,0,0,2,1,0,0
674850,1,0,24,85,5,0,0
674860,1,0,0,9,25,0,0
674890,1,0,0,9,1,0,0
674900,1,0,19,2,2,0,0
674910,1,0,0,4,1,0,0
674940,1,0,28,24847,2795,584,184
674960,1,0,20,44,7,0,0
674980,1,18,0,3,2,0,0
675010,1,0,62,5845,1172,527,729
675030,1,18,30,34,3,0,0
675040,1,0,0,3,0,0,0
675120,1,0,10,7,1,0,0
675130,1,0,7,15,8,0,0
675140,1,0,54,7,0,0,0
675160,1,0,0,3,1,0,0
675170,1,0,48,96,48,0,0
675180,1,0,0,1,4,0,0
675210,1,0,0,31,33,0,0
675220,1,0,0,4,3,0,0
675230,1,0,18,39,23,0,0
675240,1,0,9,74,5,2864,2864
675260,1,0,30,2206,351,629,629
675360,1,0,14,4,5,0,0
675370,1,0,0,3,1,0,0
675480,1,0,33,12,4,0,0
675490,1,0,52,24,1,0,0
675510,1,16,0,8,8,0,0
675530,1,0,19,10,5,0,0
675560,1,0,0,207,100,0,0
675620,1,0,7,11,3,0,0
675630,1,0,12,216,170,10,10
675640,1,0,7,7,4,0,0
675660,1,0,2,1,7,0,0
675680,1,0,38,178,41,0,0
675720,1,0,520,21,16,0,0
675730,1,0,18,23,9,0,0
675830,1,0,6,5,0,0,0
675870,1,0,51,3,0,0,0
675890,1,0,0,12,1,0,0
675910,1,0,0,12,1,0,0
675940,1,0,4896,65,31,0,0
675950,1,0,20,7,11,0,0
675960,1,0,16,13,4,0,0
675980,1,0,0,1,0,0,0
675990,1,0,9,13,4,0,0
676000,1,0,7,25,11,0,0
676070,0,0,0,14,6,0,0
676090,1,0,27,224,42,0,0
676120,1,0,0,10,9,0,0
676130,1,0,7,23,1,0,0
676170,1,0,0,2,0,0,0
676180,1,0,27,29,0,0,0
676210,1,0,0,5,2,0,0
676240,1,0,47,36,3,0,0
676310,1,0,0,0,2,0,0
676320,1,0,23,2,0,0,0
676340,1,0,0,8,3,0,0
676410,1,0,0,5,2,0,0
676420,1,0,10,204,14,0,0
676430,1,0,1,290,34,0,0
676440,1,0,46,45,12,0,0
676450,1,0,7,18,6,0,0
676460,1,0,0,1,3,0,0
676470,1,0,0,18,0,0,0
676480,1,0,15,69,13,0,0
676490,1,0,20,12,31,0,0
676500,1,0,115,151,11,0,0
676520,1,0,0,1,0,0,0
676550,1,0,0,3,8,0,0
676570,1,0,0,0,1,0,0
676580,1,0,34,10,1,0,0
676620,1,0,0,8,2,0,0
676630,1,0,17,84,5,0,0
676660,0,0,0,3,1,0,0
676680,1,0,10,4,0,0,0
676690,1,0,0,6,4,0,0
676700,1,0,22,24,5,0,0
676720,1,0,78,10,13,0,0
676730,1,0,0,33,23,0,0
676760,1,0,10,46,25,0,0
676770,1,0,1,388,77,52,52
676800,1,0,0,10,3,0,0
676820,1,0,13,1073,58,120,120
676830,1,0,55,17,3,0,0
676840,1,0,13,262,109,0,0
676850,1,0,18,7,2,0,0
676880,1,0,0,0,2,0,0
676910,1,0,48,15,5,0,0
676960,1,0,0,5,1,0,0
676990,1,0,0,6,8,0,0
677010,1,0,0,0,1,0,0
677020,1,0,28,71,7,0,0
677030,1,0,29,23,4,0,0
677040,1,0,5,16,13,0,0
677060,1,0,22,27,7,0,0
677080,1,0,8,6,0,0,0
677120,1,0,81,1401,356,45,45
677160,1,0,20,1347,384,236,263
677180,1,0,0,103,83,0,0
677190,1,0,9,7,0,0,0
677210,1,0,0,10,5,0,0
677220,1,0,0,31,17,0,0
677230,1,0,0,1,3,0,0
677240,1,0,0,17,3,0,0
677280,1,0,17,70,9,0,0
677300,1,0,23,23,1,0,0
677330,1,0,13,28,7,0,0
677340,1,0,0,269,62,142,142
677380,1,0,6,33,2,0,0
677450,1,0,0,95,27,0,0
677480,1,0,0,263,114,0,0
677520,1,0,40,20,2,0,0
677650,1,0,38,9,8,0,0
677680,1,0,0,2,2,0,0
677700,1,0,0,3,0,0,0
677710,1,0,9,7,1,0,0
677720,1,0,27,24,4,0,0
677730,1,0,36,13,6,0,0
677780,1,0,0,3,0,0,0
677790,1,0,0,74,5,0,0
677820,1,0,0,8,10,0,0
677850,1,0,40,21,6,0,0
677870,1,0,1,4,9,0,0
677880,1,0,43,13,23,6,6
677910,1,0,21,29,2,0,0
677920,1,0,2,3,4,0,0
677980,1,0,11,68,34,0,0
678010,1,0,0,5,1,0,0
678060,1,0,0,11,12,0,0
678090,1,0,0,37,10,0,0
678100,1,0,0,5,1,0,0
678190,1,0,9,67,83,25,25
678200,1,0,0,9,2,0,0
678230,1,0,20,15,7,9,9
678240,1,0,10,10,7,0,0
678290,1,0,30,15,5,0,0
678310,1,0,88,39,3,0,0
678410,1,0,0,1,0,0,0
678430,1,0,0,1,0,0,0
678440,1,0,0,5,0,0,0
678450,1,0,88,6,10,0,0
678470,0,0,0,3,2,0,0
678500,1,0,0,1,1,0,0
678520,1,0,90,273,23,0,0
678530,1,0,15,12,0,0,0
678540,1,0,16,10,0,0,0
678560,1,0,31,308,84,0,0
678570,1,0,0,0,1,0,0
678620,1,0,0,3,1,0,0
678670,1,0,7,15,10,1,1
678760,1,0,0,4,4,0,0
678770,1,0,0,19,2,0,0
678780,1,0,0,7,4,0,0
678800,1,0,59,2086,501,40,41
678820,1,0,26,26,3,0,0
678830,1,0,0,5,2,0,0
678850,1,0,0,32,10,0,0
678880,1,0,0,3,0,0,0
678890,1,0,14,12,58,0,0
678920,1,0,0,7,0,0,0
678930,1,0,28,2,0,0,0
678940,0,0,0,12,1,0,0
678950,1,0,35,10441,2264,3020,1311
678970,1,0,24,54,9,0,0
679030,1,0,18,6,0,0,0
679070,1,0,0,6,5,0,0
679080,1,0,0,2,2,0,0
679090,1,0,0,5,1,0,0
679100,1,0,0,2,0,0,0
679190,1,0,6,38,16,0,0
679220,1,0,0,17,8,0,0
679230,1,0,23,11,1,0,0
679260,1,0,21,335,261,0,0
679270,1,0,38,139,50,0,0
679300,1,0,41,18,0,8,8
679390,1,0,0,1,1,0,0
679400,1,0,0,128,17,0,0
679410,1,0,23,5,0,0,0
679430,1,0,32,23,11,0,0
679460,1,0,5000,21,33,0,0
679470,1,0,5,21,6,0,0
679480,1,0,18,3,3,0,0
679490,0,0,0,225,28,0,0
679500,1,0,9,23,0,0,0
679510,1,0,0,11,6,0,0
679530,1,0,5000,15,10,0,0
679620,1,0,0,10,6,0,0
679640,1,0,0,1,1,0,0
679660,1,0,192,84,14,0,0
679670,1,0,0,4,2,0,0
679690,1,0,34,4,5,0,0
679720,1,0,2,2,1,0,0
679740,1,0,0,21,14,0,0
679750,1,0,35,126,9,93,93
679770,1,0,21,32,4,0,0
679780,1,0,21,0,4,0,0
679820,1,0,5,7,8,0,0
679860,1,0,1,20,15,0,0
679930,1,0,0,4,7,0,0
679960,1,0,0,1,0,0,0
680040,1,0,3,2,3,0,0
680070,1,0,0,2,1,0,0
680100,1,0,11,3,11,0,0
680120,1,0,0,47,47,25317,25317
680140,1,0,0,0,2,0,0
680170,1,0,0,6,8,0,0
680190,1,0,8,5,0,0,0
680250,1,0,0,1,0,0,0
680310,1,0,50,69,84,0,0
680320,1,0,0,900,131,177,177
680330,1,0,21,23,11,0,0
680340,1,0,24,78,21,0,0
680350,1,0,24,10,0,0,0
680360,1,0,20,1090,175,248,245
680390,1,0,47,63,7,0,0
680400,1,0,33,23,1,0,0
680450,1,0,0,2,1,0,0
680480,1,0,18,177,19,0,0
680500,1,0,4,1,1,0,0
680550,1,0,0,14,6,0,0
680560,1,0,0,0,1,0,0
680620,1,0,18,17,3,0,0
680640,1,0,0,13,21,0,0
680680,1,0,9,6,2,0,0
680690,1,0,0,37,23,0,0
680700,1,0,24,59,1,0,0
680730,1,0,0,19,6,0,0
680750,1,0,8,26,3,0,0
680780,1,0,0,14,6,0,0
680860,1,0,40,50,15,118,118
680890,1,0,11,6,0,0,0
680930,1,0,13,11,3,0,0
680940,1,0,0,5,12,0,0
680950,1,0,0,20,9,0,0
680970,1,0,0,6,2,0,0
680980,1,0,29,300,104,0,0
680990,1,0,0,5,4,0,0
681000,1,0,29,7,2,0,0
681020,1,0,25,1,1,0,0
681030,1,0,0,0,1,0,0
681060,1,0,23,36,8,0,0
681070,1,0,7,20,54,12661,12661
681090,1,0,6,7,4,0,0
681100,1,0,28,22,7,0,0
681150,1,0,0,11,4,0,0
681160,1,0,5,14,20,0,0
681190,1,0,16,11,1,0,0
681240,1,0,2,71,3,0,0
681260,1,0,0,5,5,0,0
681280,1,0,34,666,62,0,0
681290,1,0,8,9,1,0,0
681330,1,0,23,127,23,0,0
681340,1,0,9,18,2,0,0
681350,1,0,0,7,2,0,0
681360,1,0,0,1,2,0,0
681380,1,0,0,4,0,0,0
681390,1,0,35,373,44,0,0
681460,1,0,37,21,5,0,0
681480,1,0,0,4,10,0,0
681490,1,0,13,15,2,0,0
681500,1,0,8,46,76,0,0
681520,1,0,28,18,13,0,0
681530,1,0,53,20,0,0,0
681540,1,0,0,4,2,0,0
681550,1,0,0,11,7,0,0
681610,1,16,0,6,3,0,0
681620,1,0,8,40,9,0,0
681630,1,0,35,9,2,0,0
681660,1,0,55,3960,5806,5598,8392
681670,1,0,0,1,2,0,0
681720,1,0,0,26,30,0,0
681750,1,0,0,33,15,0,0
681760,1,0,0,1,2,0,0
681780,1,0,10,12,42,0,0
681800,1,0,28,25,2,0,0
681900,1,0,0,1,0,0,0
681910,1,0,68,57,10,0,0
681920,1,0,20,0,1,0,0
681950,1,0,0,3,0,0,0
681970,1,0,0,9,4,0,0
681980,1,0,0,7,4,0,0
681990,1,0,0,13,0,0,0
682000,1,0,0,0,1,0,0
682010,1,0,0,0,2,0,0
682020,1,0,0,8,0,0,0
682070,1,0,105,11,3,0,0
682080,1,0,51,42,4,0,0
682100,1,0,0,5,8,0,0
682130,1,0,7,329,77,1016,1016
682140,1,0,0,125,24,0,0
682150,1,0,81,31,10,0,0
682160,1,0,0,2,0,0,0
682170,1,0,0,36,3,0,0
682180,1,0,10,5,2,0,0
682230,1,0,0,17,1,0,0
682270,1,0,14,3,1,0,0
682280,1,0,8,2,0,0,0
682290,1,0,22,474,398,0,0
682340,1,0,17,1,0,0,0
682350,1,0,0,4,11,0,0
682360,1,0,0,3,3,0,0
682370,1,0,0,1,2,0,0
682420,1,0,0,68,39,0,0
682450,1,0,0,93,11,90,90
682470,1,0,8,37,3,0,0
682480,1,0,5,112,19,138,138
682490,0,0,8,41,19,0,0
682500,1,0,5,13,10,0,0
682510,1,0,6,8,3,0,0
682530,1,0,35,187,65,82,82
682570,1,16,41,159,66,0,0
682590,1,0,49,20,5,0,0
682610,1,0,11,23,3,0,0
682620,1,0,10,23,26,0,0
682630,1,0,219,14,4,0,0
682640,1,0,0,1,3,0,0
682660,1,0,16,28,25,0,0
682670,0,0,13,24,3,0,0
682730,1,0,0,14,13,0,0
682740,1,0,13,5,2,0,0
682780,1,0,94,35,5,0,0
682790,1,0,0,5,6,0,0
682810,1,0,49,27,5,0,0
682920,1,0,15,1,1,0,0
682960,1,0,6,5,4,0,0
682970,1,0,0,27,99,0,0
683000,1,0,47,23,10,0,0
683070,1,0,0,1,0,0,0
683080,1,0,0,4,10,0,0
683130,1,0,4,5,1,0,0
683150,1,0,0,3,4,0,0
683160,1,0,0,16,11,0,0
683210,1,0,0,12,6,0,0
683220,1,0,25,35,25,0,0
683230,1,0,0,5,10,0,0
683240,1,0,50,4,4,0,0
683280,1,0,55,80,21,0,0
683320,1,0,17,5747,242,0,0
683340,1,0,0,3,0,0,0
683430,1,0,20,5,0,0,0
683440,1,0,0,8,5,0,0
683530,1,0,8,15,14,0,0
683570,1,0,5000,16,39,0,0
683600,1,0,14,3,10,0,0
683620,1,0,0,1,0,0,0
683630,1,0,26,3,0,0,0
683670,1,0,13,26,3,0,0
683690,1,0,0,15,17,0,0
683730,1,0,105,8,9,0,0
683760,1,0,7,18,3,0,0
683770,1,0,0,26,6,0,0
683790,1,0,38,11,5,0,0
683810,1,0,1,1,3,0,0
683830,1,0,0,50,9,205,205
683840,1,0,10,0,1,0,0
683870,1,0,0,23,2,0,0
683890,1,0,23,15,0,0,0
683900,1,0,0,208,76,0,0
683910,1,0,0,5,2,0,0
683930,1,0,0,44,41,0,0
683970,1,0,0,3,0,0,0
684000,1,0,0,4,0,0,0
684040,1,0,0,20,9,0,0
684050,1,0,5000,34,21,0,0
684060,1,0,33,12,2,0,0
684130,1,0,7,3,11,0,0
684170,1,0,2,3,1,0,0
684210,1,0,10,86,22,0,0
684230,1,0,0,14,1,0,0
684250,0,0,0,30,19,0,0
684260,1,0,0,6,0,0,0
684270,1,0,13,154,7,70,70
684300,1,0,0,139,73,0,0
684320,1,0,32,20,1,0,0
684330,1,0,0,4,0,0,0
684380,1,0,0,67,14,0,0
684400,1,0,0,3,1,0,0
684410,1,0,16,1701,189,283,518
684420,1,0,10,4,7,0,0
684430,1,0,8,17,0,0,0
684470,1,0,15,2,4,0,0
684490,1,0,0,1,1,0,0
684510,1,0,0,3,3,0,0
684530,1,0,23,43,3,0,0
684560,1,0,0,7,6,0,0
684570,1,0,0,3,1,0,0
684580,1,0,36,566,348,0,0
684590,1,0,72,12,0,0,0
684620,1,0,24,15,4,0,0
684650,1,0,0,2,3,0,0
684680,1,0,40,70,5,0,0
684720,1,0,0,144,73,9,9
684770,1,0,0,2,1,0,0
684820,1,0,50,8,22,0,0
684870,1,0,18,13,2,0,0
684930,1,0,0,7,10,0,0
684940,1,0,3039,10,4,0,0
684970,1,0,0,4,2,0,0
684980,1,0,19,7,0,0,0
685000,1,0,0,32,13,0,0
685020,1,0,0,27,29,0,0
685040,1,0,0,9,3,0,0
685050,1,0,13,14,1,0,0
685120,1,0,51,1,0,0,0
685130,1,0,120,6,1,0,0
685200,1,0,0,41,15,0,0
685230,0,0,0,23,9,0,0
685240,1,0,0,43,4,0,0
685310,1,0,362,192,58,104,104
685340,1,0,81,259,74,714,714
685370,1,0,0,2,5,0,0
685390,1,0,5000,31,37,0,0
685400,1,0,42,155,7,0,0
